name	taxonomy_id	taxonomy_lv	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT21	H_TT20	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Acinetobacter sp. MYb10	1827285	S	0	65	0	64	0	0	0	0	18	185	0	0	0	14	0	0	0	0	0	186	0	201	0	0	0	0	0	0	0	40	22	22	0	0	12	458	0	0	0	0	0	0	20	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
Acinetobacter sp. Colony158	2810070	S	0	45	0	64	451	14	260	104	100	0	0	0	0	0	0	0	0	0	0	2812	0	162	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	14	0	34	0	0	0	0	0	0	0	0	32	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
Pseudomonas sp. phDV1	253237	S	0	442	0	171	229	34	119	55	74	66	0	0	0	0	12	50	0	0	0	0	0	0	0	0	0	0	16	0	0	0	206	18	21	0	46	0	0	54	0	0	0	0	0	33	0	0	0	0	32	0	29	0	0	8	230	0	0	14	0	0	0	14	102	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Pseudomonas siliginis	2842346	S	0	59	26	42	118	0	0	58	0	65	57	0	0	57	81	22	33	0	221	0	0	76	0	0	0	0	0	0	0	0	0	67	931	0	0	0	83	162	0	99	0	0	0	0	0	0	74	73	0	184	0	0	0	6	0	47	0	0	148	0	0	0	0	12	19	0	0	0	0	0	65	0	17	33	0	0	0	0	0	0	603	0	0	59	34	0
Stenotrophomonas rhizophila	216778	S	0	79	6	67	86	5	46	54	32	0	28	0	0	0	39	45	0	0	152	0	0	934	0	0	0	0	0	0	0	0	0	5	0	0	5	0	24	26	0	55	0	0	17	13	0	0	6	35	0	101	0	0	0	0	14	0	0	0	94	31	0	0	0	7	10	0	0	0	0	0	40	0	0	7	0	0	0	492	0	0	0	0	0	7	0	0
Haemophilus haemolyticus	726	S	0	27	12	28	0	0	31	0	48	28	16	0	0	53	31	35	0	69	72	0	0	0	0	0	0	0	31	17	0	0	56	0	30	0	67	82	0	16	0	81	0	0	19	0	17	24	0	0	0	144	250	61	0	0	34	28	0	14	0	0	0	0	0	165	54	0	194	0	0	177	0	0	0	0	0	9	0	61	0	0	215	226	37	0	0	15
Cardiobacterium hominis	2718	S	0	56	0	39	0	6	0	70	13	0	0	0	0	42	0	71	21	0	45	0	0	14	6	6	0	0	40	5	0	21	25	0	66	8	0	0	12	0	7	6	0	0	9	17	0	48	0	154	0	60	35	0	15	0	39	14	0	0	0	0	14	0	41	111	366	0	14	0	73	82	0	0	0	0	10	11	0	44	0	0	139	27	32	113	0	11
Paracoccus sp. TOH	1263728	S	0	97	0	24	132	0	86	49	41	0	0	0	0	70	0	61	0	0	73	105	0	0	0	0	0	0	38	121	0	43	0	99	109	228	59	139	31	0	0	14	54	0	0	0	15	0	166	83	0	0	324	30	129	0	35	19	0	0	0	0	0	0	85	245	34	111	14	64	36	203	24	0	0	0	18	20	0	261	20	0	167	145	160	0	0	0
Paracoccus stylophorae	659350	S	0	103	21	70	7	10	145	101	146	0	0	0	0	0	0	0	52	15	22	0	0	62	0	0	0	0	0	0	0	0	13	8	0	0	0	0	41	0	46	0	0	0	16	0	0	0	0	0	0	0	21	32	59	0	27	0	0	0	0	0	0	0	0	0	107	0	0	0	0	152	0	0	0	0	0	20	0	38	0	41	0	0	37	0	0	0
Paracoccus denitrificans	266	S	0	78	17	22	179	0	64	63	196	0	0	0	0	90	0	58	0	0	58	0	0	119	0	0	12	0	0	52	0	24	0	7	76	38	0	140	29	0	0	0	0	0	0	0	0	0	62	0	0	24	0	0	56	0	32	0	0	26	71	0	0	84	150	248	122	0	18	30	0	272	0	0	0	0	0	0	0	0	0	0	370	50	32	0	0	0
Paracoccus zhejiangensis	1077935	S	0	56	30	23	102	6	68	39	141	0	0	0	0	32	25	0	0	0	0	101	0	282	0	0	0	0	0	0	0	0	0	13	85	21	54	26	0	0	0	51	0	0	10	0	0	0	0	0	0	91	17	0	27	0	23	0	0	0	0	0	0	0	0	30	87	0	25	0	14	79	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0
Paracoccus versutus	34007	S	0	60	33	11	92	10	132	73	263	0	0	0	0	74	10	0	0	0	15	0	0	0	0	0	0	0	33	0	0	0	0	41	45	0	0	160	45	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	194	0	0	0	0
Paracoccus mutanolyticus	1499308	S	0	83	51	27	0	15	0	86	348	42	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	411	55	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	574	152	147	0	171	54	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aliiroseovarius crassostreae	154981	S	0	35	0	0	0	0	0	17	0	26	0	0	0	0	0	22	0	0	0	0	10	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	23	205	0	11	0	0	0	0	582	0	0	13	201	296	16	557	39	101	0	0	72	0	0	0	0	188	137	0	20	10	0	166	293	0	0	0	0
Falsirhodobacter algicola	2692330	S	0	28	0	0	0	0	0	7	70	0	0	0	0	689	0	122	25	0	8	0	0	115	0	0	0	0	207	0	16	37	0	9	0	40	42	91	23	0	0	0	0	0	0	0	0	35	149	0	0	27	0	20	20	0	20	0	0	48	16	0	36	0	74	43	264	0	0	23	0	274	0	0	0	0	0	0	0	209	8	0	0	0	62	18	0	0
Abyssibius alkaniclasticus	2881234	S	0	5	0	19	0	0	0	0	106	0	38	0	0	463	0	59	89	0	0	57	24	114	0	0	0	0	194	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	136	62	33	5	19	0	0	0	0	0	33	104	361	225	0	0	0	0	198	0	0	0	0	0	0	0	34	9	0	501	0	33	0	0	0
Rhizobium oryzihabitans	2267833	S	0	120	0	109	40	0	267	81	0	16	0	0	0	488	37	2203	0	0	0	486	0	493	12	0	0	0	29	0	0	206	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	34	0	0	0	17	0	0	0	7	0	0	0	95	0	0	0	45	0	22	0	0	0	0	0	0	0	0	0	13	0	0	157	0	0	0	0
Rhizobium leguminosarum	384	S	0	40	15	0	0	0	0	183	27	0	30	0	0	0	57	471	0	0	0	0	61	117	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	34	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	127	0	0	48	62	0	0	0	0
Methylobacterium sp. WL1	2603276	S	0	38	0	0	18	0	0	0	71	0	0	0	0	36	7	25	0	6	0	0	0	17	0	0	0	0	0	0	0	0	12	0	0	0	0	0	23	0	0	131	0	0	0	0	0	0	102	0	93	0	30	0	0	0	14	0	0	0	0	0	0	0	0	138	0	0	0	146	0	0	223	0	0	0	0	0	0	81	0	0	319	353	23	0	0	27
Methylobacterium sp. FF17	2984843	S	0	14	0	0	14	0	0	44	140	0	0	0	8	143	88	226	30	0	77	22	28	246	24	0	0	0	42	51	74	0	81	61	130	0	63	5	483	25	39	1329	0	28	25	16	19	79	1485	10	0	33	51	135	80	6	259	7	0	0	111	14	46	18	11	237	196	0	0	386	0	85	450	0	0	0	0	0	0	618	0	19	602	1580	173	163	19	24
Aureimonas sp. AU12	1638161	S	0	56	0	0	0	0	0	0	0	0	0	0	0	2460	0	98	0	0	0	0	0	554	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	60	58	0	358	0	0	0	0	0	0	0	0	0	0	24	0	0	106	0	0	0	0	0	16918	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Sphingomonas sp. HMP9	1517554	S	0	149	11	28	45	0	171	54	64	0	10	0	0	961	45	621	0	0	0	0	0	47	0	0	0	0	273	0	0	78	22	0	207	0	51	0	53	35	0	0	0	0	0	14	0	0	20	0	0	24	0	0	55	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
Sphingomonas sp. AAP5	1523415	S	0	144	12	87	27	10	42	16	19	0	0	0	0	0	114	64	0	0	80	0	39	262	25	0	0	0	140	0	0	33	16	24	57	0	12	0	50	0	0	29	0	0	0	19	0	0	73	0	0	127	0	25	184	0	27	0	0	0	76	0	0	0	0	38	41	0	0	0	0	41	0	0	0	0	0	0	0	37	0	0	0	0	0	17	12	0
Sphingomonas sp. LHG3406-1	2804617	S	0	36	0	0	0	0	0	0	18	0	0	0	0	160	0	35	0	0	0	0	0	358	11	0	0	10	47	56	0	0	17	79	0	0	47	149	0	0	0	23	0	0	0	0	0	0	30	35	0	0	0	0	0	0	15	0	0	9	0	0	0	0	0	130	0	0	0	0	0	0	54	0	0	0	0	0	0	62	0	0	0	183	0	21	0	0
Sphingomonas sp. FARSPH	2219696	S	0	28	0	0	98	0	0	0	52	0	0	0	0	0	6	0	36	0	42	0	0	3695	0	0	0	0	44	0	0	37	0	44	0	0	88	0	27	78	45	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	70	0	0	134	0	0	215	0	0	0	0	0	0	53	0	0	346	102	381	0	0	0
Sphingomonas cannabina	2899123	S	0	122	0	22	0	0	0	32	46	0	0	0	0	174	12	88	0	0	38	0	0	947	39	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	13	0	0	0	68	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	87	9	0	272	94	0	0	9	0
Sphingomonas insulae	424800	S	0	27	15	0	14	0	18	47	24	0	0	0	0	62	0	127	0	0	0	0	0	889	0	0	0	0	32	0	0	0	0	67	0	0	0	159	0	29	0	0	0	0	0	0	80	0	164	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	296	154	0	0	15	86	40	0	0	0	0	0	44	0	115	0	10	445	0	393	71	0	17
Sphingomonas melonis	152682	S	0	38	0	54	0	24	136	74	548	0	0	0	0	0	240	0	0	0	455	0	0	0	122	0	0	0	606	105	0	0	272	0	0	0	197	0	150	92	50	532	61	0	0	39	0	0	179	0	0	260	0	0	567	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	88	0	293	0	0	0	0
Rhizorhabdus dicambivorans	1850238	S	0	68	0	0	27	0	0	0	104	0	0	0	0	0	87	129	0	0	0	0	199	2624	0	0	0	0	0	0	0	0	0	61	0	0	0	0	22	45	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	350	0	0	0	0	0	35	0	0	0	0	0	0	147	0	0	0	153	0	0	0	0
Tardibacter chloracetimidivorans	1921510	S	0	29	27	0	0	0	0	42	35	0	0	0	60	97	43	322	0	0	57	0	0	314	0	0	0	0	0	0	0	117	0	50	0	0	33	0	21	76	0	0	0	0	0	0	102	0	336	0	0	10	0	0	28	0	34	45	0	0	20	0	0	0	0	218	0	0	0	0	0	0	74	45	0	0	0	0	0	0	37	0	881	930	169	37	54	0
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	0	115	0	0	33	0	97	0	122	0	0	0	0	83	0	155	0	66	124	0	0	1434	0	0	0	0	0	0	0	0	60	40	135	0	21	224	0	41	0	45	0	0	0	0	0	0	0	0	0	0	25	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2607	0	0	0	224	0	116	0	0
Brevundimonas sp. BT-123	2986928	S	0	57	0	0	112	0	184	0	117	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	38	199	0	17	231	0	0	0	71	0	0	0	0	0	0	0	0	0	110	0	0	0	0	100	0	0	0	63	24	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	418	92	0	58	0	30
Brevundimonas pondensis	2774189	S	0	61	13	0	22	9	64	77	30	0	0	0	0	186	7	0	0	0	63	0	0	0	38	0	0	0	0	0	0	0	38	29	142	14	274	0	23	11	0	0	90	0	19	0	8	0	0	0	25	185	68	0	0	0	18	0	0	0	0	13	0	93	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	110	0	0	71	46	16	19	0	10
Brevundimonas mediterranea	74329	S	0	42	0	0	41	0	61	56	55	0	0	0	0	20	0	95	0	0	11	0	0	293	0	0	0	0	0	0	0	28	0	125	553	0	8	415	13	17	0	33	0	0	0	16	0	0	0	28	0	138	0	0	0	0	38	0	0	0	0	19	0	0	0	0	31	0	74	57	0	0	0	0	12	28	0	0	0	0	0	0	0	25	0	0	0	0
Brevundimonas naejangsanensis	588932	S	0	50	41	0	51	0	74	125	134	0	0	0	0	253	10	149	0	0	80	1060	0	408	0	0	0	0	0	0	0	0	74	235	782	0	70	1039	27	0	0	0	0	0	0	14	0	0	0	0	0	147	0	154	0	0	17	47	0	0	32	0	0	0	0	0	90	0	0	0	0	0	0	0	45	69	0	0	0	248	0	0	0	0	41	0	0	13
Brevundimonas vancanneytii	1325724	S	0	67	0	56	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	84	0	0	1109	0	0	0	0	0	0	0	0	0	35	38	0	0	221	55	0	0	0	0	0	0	0	38	0	0	0	0	0	57	0	0	0	76	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	11	0	0	0	0	803	0	0	173	337	77	0	0	0
Roseomonas haemaphysalidis	2768162	S	0	95	0	0	0	0	31	16	0	0	0	0	0	0	26	24	0	0	0	0	199	755	0	0	0	0	0	0	0	0	7	0	0	0	12	62	0	0	15	20	0	0	0	7	11	0	0	0	0	0	13	0	8	0	13	0	0	0	0	0	18	0	0	0	59	0	170	0	0	44	9349	0	0	0	0	0	0	0	0	0	0	138	0	0	0	7
Roseococcus microcysteis	2771361	S	0	7	0	0	9	0	0	0	14	0	10	0	0	0	0	352	0	0	0	0	73	1552	0	0	0	0	27	20	0	0	24	46	0	0	0	0	0	61	0	11	20	0	0	17	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	95	160	0	389	0	0	0	5509	0	0	0	0	0	0	36	0	11	0	50	16	16	21	10
Delftia sp. HK171	1920191	S	0	420	0	0	0	0	0	258	0	0	0	0	0	0	0	124	0	0	0	0	0	0	107	0	0	0	67	0	0	0	65	0	57	0	207	1042	0	0	0	0	0	0	0	87	0	0	0	0	100	0	81	0	0	0	0	0	0	0	0	0	0	0	0	96	570	0	65	0	0	0	0	0	60	0	0	67	0	93	0	0	0	0	84	0	0	0
Variovorax paradoxus	34073	S	0	197	9	69	0	11	66	26	33	35	0	0	0	50	39	243	0	8	0	0	0	112	8	0	7	0	0	0	14	0	21	628	11	0	0	58	117	0	0	6	0	0	0	11	0	177	0	65	0	131	43	0	64	0	78	0	0	9	32	0	0	0	0	0	241	0	0	0	0	0	0	8	0	0	0	0	0	1973	14	0	0	421	21	0	0	0
Ramlibacter tataouinensis	94132	S	0	215	0	28	0	0	0	89	46	0	0	0	0	16	25	105	13	0	0	82	0	589	22	0	0	0	19	12	6	0	15	2325	79	0	45	156	603	7	0	35	0	0	36	0	14	0	42	0	13	8	12	15	9	0	46	0	28	0	0	0	0	0	12	24	274	0	0	7	0	52	0	0	24	0	0	43	0	355	0	0	97	171	67	35	25	13
Comamonas aquatica	225991	S	0	45	0	114	107	36	115	161	361	0	31	0	0	54	79	305	0	0	118	0	99	491	23	0	0	0	53	176	21	0	56	504	137	0	42	148	30	41	20	72	32	0	21	31	40	203	16	0	45	171	158	43	41	0	71	0	0	0	12	12	0	63	23	115	397	0	35	52	27	20	93	0	0	0	0	31	0	86	0	108	0	648	47	27	0	11
Ottowia testudinis	2816950	S	0	28	17	19	48	9	6	56	636	22	9	0	0	353	11	26	0	15	0	0	94	0	0	0	20	0	50	0	0	0	0	1596	0	0	35	0	0	0	0	14	6	0	0	0	0	0	0	0	0	0	0	43	25	0	8	0	0	10	0	0	0	0	17	23	24	0	0	158	0	47	0	0	0	0	0	0	0	0	0	0	0	51	15	0	0	15
Ottowia sp. oral taxon 894	1658672	S	0	22	0	0	0	0	26	103	59	11	0	0	0	48	0	40	45	10	0	14	9	30	0	7	14	0	9	0	15	30	12	16	21	0	15	111	0	0	0	0	0	0	0	40	0	0	59	0	0	0	146	31	7	9	10	0	0	122	11	0	39	76	0	32	99	0	99	0	18	354	0	15	0	0	24	32	0	47	0	62	0	285	58	13	18	9
Massilia sp. REN29	3068633	S	0	92	0	26	0	10	0	100	502	9	0	0	0	150	22	43	0	19	45	0	0	1652	0	0	0	0	0	25	23	0	322	0	0	0	37	496	0	14	12	22	0	0	99	0	12	0	0	36	31	214	37	0	52	0	323	53	0	0	0	0	0	19	0	65	54	0	0	0	0	11	35	0	0	0	0	0	0	36	0	0	250	21	62	51	52	19
Massilia forsythiae	2728020	S	0	24	0	0	0	0	16	419	62	0	0	0	0	799	71	71	114	0	139	0	0	1386	14	0	0	0	20	30	0	56	134	73	103	0	19	26	17	20	0	36	0	0	9	0	10	0	272	84	0	27	16	0	38	0	172	0	0	0	88	0	0	0	0	154	507	0	25	0	15	47	85	0	0	0	0	0	0	1865	0	0	773	129	929	299	37	11
Massilia varians	457921	S	0	22	0	29	68	0	13	1099	99	0	0	0	0	2556	77	19	123	0	382	0	0	2239	20	0	0	0	0	83	0	0	116	0	0	0	0	135	30	28	18	100	0	0	0	0	0	374	311	45	0	850	0	36	70	0	882	72	0	0	31	16	0	0	0	109	0	0	0	0	15	20	57	0	0	0	0	0	0	2617	0	0	639	122	195	396	21	0
Pseudoduganella lutea	321985	S	0	63	0	0	0	0	0	37	15	0	0	0	0	174	0	17	0	0	105	0	0	1547	0	0	0	0	0	16	0	0	31	0	794	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	27	0	67	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	76	0	0	0	0	0	0	96	0	0	0	43	0	0	125	0
Duganella dendranthematis	2728021	S	0	56	0	12	0	0	0	24	39	0	58	0	0	177	0	25	0	0	30	0	54	3820	0	0	0	0	20	21	0	0	38	0	325	0	10	0	17	0	0	15	0	0	0	0	0	0	37	0	0	0	43	37	0	0	108	43	22	0	0	0	0	0	0	121	140	0	0	25	0	0	0	0	0	0	0	0	0	191	0	0	0	29	24	27	15	10
Herbaspirillum huttiense	863372	S	0	79	0	0	54	0	0	81	0	7	0	0	0	1625	0	1689	18	0	0	22	436	3298	858	0	10	0	314	0	158	1130	779	2325	12754	197	1107	13423	26	0	373	66	492	141	496	177	325	139	30	205	1670	15	3529	0	14	0	1056	0	628	336	0	0	0	350	397	1067	1817	33	774	1120	820	1257	38	261	774	646	757	579	215	1416	290	961	438	6113	655	72	52	491
Sphaerotilus sulfidivorans	639200	S	0	85	0	0	28	0	0	321	18	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	8	0	0	0	0	6	33	41	0	0	0	330	0	0	6	0	0	0	0	0	101	0	0	24	0	28	0	0	0	0	0	0	0	30	0	0	0	0	23	742	0	20	0	0	14	84	0	0	0	0	0	0	97	0	0	65	198	35	0	18	0
Burkholderia cenocepacia	95486	S	0	129	16	0	0	14	0	47	36	0	56	0	0	159	0	16	0	0	0	35	14	274	0	0	0	0	20	18	16	0	19	0	53	0	0	0	0	0	0	0	12	5	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	28	61	29	29	34	16	41	0	0	15	118	10	0	0	19	0	23	78	0	0	40	60	72	77	33	0
Cupriavidus metallidurans	119219	S	0	6	10	84	71	0	94	53	37	0	0	13	0	0	177	0	0	0	224	0	0	28	0	0	0	0	0	35	0	0	94	0	0	0	146	0	170	44	32	22	19	26	129	40	24	0	0	55	47	452	178	7	13	0	52	0	0	0	87	12	0	20	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	114	0	0	95	82	41	35	17	19
Duodenibacillus massiliensis	1852381	S	0	28	0	0	0	0	0	56	0	16	0	0	0	0	0	0	0	11	0	0	8	0	0	0	13	0	16	0	0	0	120	14	0	0	0	111	83	0	0	0	0	0	0	0	0	0	373	0	0	38	1785	0	0	56	0	0	0	0	0	0	0	251	25	0	9	139	580	23	9	2531	0	297	15	9	1604	870	0	115	0	38	0	0	0	0	0	0
Neisseria macacae	496	S	0	232	60	0	21	0	87	0	0	66	27	0	0	64	0	149	0	0	0	0	0	0	0	0	0	0	72	0	0	0	185	0	743	0	151	232	0	0	26	37	80	0	15	0	0	200	0	0	34	316	269	0	106	0	35	0	0	0	0	0	0	19	0	134	382	0	70	35	29	160	0	0	0	0	0	0	0	0	0	0	0	233	58	443	0	313
Neisseria subflava	28449	S	0	157	26	35	71	28	7	324	18	21	12	19	0	61	59	99	25	0	57	38	0	52	0	45	0	17	0	0	8	0	66	6	19	0	103	0	45	14	25	69	0	0	40	0	58	148	79	146	52	663	21	77	60	0	81	48	0	152	0	80	42	67	0	50	179	0	0	14	9	0	0	0	38	0	0	0	0	16	13	25	1415	134	25	0	0	110
Neisseria mucosa	488	S	0	53	0	0	19	197	0	558	0	34	0	30	0	20	54	308	102	0	29	318	0	0	42	0	24	0	0	45	7	0	141	9	230	79	203	538	30	44	40	0	0	0	57	62	67	0	0	0	74	183	94	0	0	0	121	145	0	0	460	0	0	0	0	0	0	0	185	0	37	0	0	0	0	0	60	0	0	23	0	212	165	79	0	0	0	93
Azospira sp. I09	1765049	S	0	16	0	0	73	0	175	564	27	0	0	0	0	0	0	113	0	0	133	0	0	0	0	0	0	0	0	0	0	17	0	0	43	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	174	35	0	0	0	0	0	0	0	0	0	64	0	0	0	0
Microlunatus sagamiharensis	546874	S	0	219	13	46	0	0	38	125	54	0	0	0	55	68	30	153	15	71	28	0	239	8425	0	0	0	26	72	9	0	9	93	147	114	0	335	91	13	38	0	0	9	0	15	26	0	0	66	0	6	124	132	15	49	0	102	134	0	0	0	47	309	45	0	93	195	449	78	0	0	67	36	0	502	0	0	84	0	212	0	0	34	1270	73	8	0	15
Microlunatus phosphovorus	29405	S	0	133	12	51	11	0	0	65	58	0	14	0	0	113	14	63	20	56	81	64	316	1593	0	0	0	19	77	0	0	16	8	113	0	0	16	72	0	0	16	27	0	0	5	0	19	30	28	9	8	39	0	17	26	0	32	0	0	0	8	15	85	54	21	97	150	0	8	0	0	92	0	0	7	0	0	6	0	218	0	17	100	176	15	9	40	19
Tessaracoccus defluvii	1285901	S	0	58	0	0	0	0	0	16	0	0	10	0	0	0	9	18	0	11	29	0	0	0	0	0	0	0	198	12	0	0	9	0	0	0	10	0	23	0	0	7	0	0	0	0	0	21	1679	49	0	0	10	0	0	0	55	0	8	895	15	0	0	6384	16	0	0	15	0	0	0	91	143	92	0	0	102	98	13	0	0	0	599	35	0	17	22	0
Nocardioides sp. CF8	110319	S	0	239	81	69	19	0	105	0	0	0	0	0	0	0	0	0	0	0	34	22	0	392	0	0	0	0	0	0	18	0	22	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	0	0	30	24	36	0	0	0	0	0	0	0	0	0	0	79	44	0	0	9	0	0	0	0	0	0	0	0	0	282	0	0	0	99	0	0	12	0
Nocardioides sp. S-1144	2582905	S	0	190	39	17	52	16	31	40	35	0	0	0	0	0	0	105	27	10	30	0	53	110	0	0	0	17	63	0	0	0	0	136	103	0	0	95	14	0	0	50	0	0	0	0	0	0	0	21	0	201	0	0	21	0	23	0	0	0	0	0	23	47	0	62	54	0	0	11	17	0	0	0	0	0	0	0	0	199	8	0	128	97	0	0	24	0
Nocardioides sp. JS614	196162	S	0	193	0	26	100	0	0	54	32	0	0	0	0	0	0	0	0	0	51	0	66	44	28	0	0	0	20	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	39	35	15	15	0	0	0	0	0	0	0	0	21	0	0	7	0	0	0	0	0	0	0	0	0	587	0	0	0	256	0	0	0	0
Nocardioides aquaticus	160826	S	0	119	0	34	0	0	0	41	90	0	0	0	0	90	0	9	42	0	49	17	0	252	0	0	0	0	19	0	12	0	69	112	80	0	32	97	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	18	0	0	36	0	0	0	0	0	0	0	0	44	475	0	0	12	0	0	90	0	0	0	0	10	0	422	0	0	172	75	19	13	12	0
Nocardioides piscis	2714938	S	0	119	0	20	15	0	61	0	46	0	0	0	0	0	0	11	57	0	50	0	0	248	0	0	0	0	0	0	0	0	0	40	85	0	15	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	23	17	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	99	0	0	0	303	0	0	0	0
Nocardioides coralli	2872154	S	0	59	20	0	0	0	0	0	0	0	0	0	39	41	0	170	0	0	0	0	0	16	0	0	0	0	56	0	0	0	36	61	59	15	0	0	21	18	71	0	0	0	96	0	21	0	13	0	0	0	0	0	0	53	38	542	0	0	0	109	0	29	10	321	124	0	29	242	0	40	39	0	0	0	0	0	0	55	0	0	81	176	79	16	0	48
Nocardioides seonyuensis	2518371	S	0	53	18	0	39	0	0	41	9	0	0	0	0	13	158	0	0	0	19	0	0	76	0	0	0	0	0	0	0	0	0	187	57	0	77	177	74	18	0	171	0	0	0	0	0	82	0	39	0	129	29	0	52	0	0	0	0	0	16	0	10	0	0	84	76	0	0	7	0	0	60	0	0	0	0	0	0	81	0	0	181	153	34	25	81	18
Marmoricola scoriae	642780	S	0	106	0	62	30	0	17	103	133	0	0	0	0	111	318	55	0	0	16	26	0	346	0	0	0	22	58	0	0	18	198	3398	231	0	46	0	31	0	0	15	0	0	0	0	0	0	49	47	0	0	58	0	18	0	68	0	0	0	26	0	0	0	0	211	192	0	9	38	0	48	98	11	0	0	0	0	0	76	0	0	0	62	56	44	0	0
Friedmanniella luteola	546871	S	0	98	0	60	93	12	56	824	72	7	26	0	18	64	0	143	15	135	188	0	50	2177	0	0	8	0	30	9	18	0	116	168	114	14	39	157	0	16	61	0	29	0	19	0	0	0	0	0	0	55	67	9	12	0	561	0	0	27	0	14	66	11	0	54	117	14	70	17	0	15	43	11	38	0	8	7	17	92	32	12	8	147	68	48	18	8
